"Date","Price","Open","High","Low","Vol.","Change %"
"Dec 02, 2020","41,000.00","41,000.00","42,000.00","40,000.00","-","2.50%"
"Dec 01, 2020","40,000.00","40,000.00","41,000.00","39,000.00","-","2.56%"
"Nov 30, 2020","39,000.00","39,000.00","40,000.00","38,000.00","-","0.00%"
"Nov 27, 2020","39,000.00","39,000.00","40,000.00","38,000.00","-","0.00%"
"Nov 26, 2020","39,000.00","39,000.00","40,000.00","38,000.00","-","0.00%"
"Nov 25, 2020","39,000.00","39,000.00","40,000.00","38,000.00","-","0.00%"
"Nov 24, 2020","39,000.00","39,000.00","40,000.00","38,000.00","-","0.00%"
"Nov 23, 2020","39,000.00","39,000.00","40,000.00","38,000.00","-","0.00%"
"Nov 20, 2020","39,000.00","39,000.00","40,000.00","38,000.00","-","1.30%"
"Nov 19, 2020","38,500.00","38,500.00","39,500.00","37,500.00","-","1.32%"
"Nov 18, 2020","38,000.00","38,000.00","39,000.00","37,000.00","-","1.33%"
"Nov 17, 2020","37,500.00","37,500.00","38,500.00","36,500.00","-","0.00%"
"Nov 16, 2020","37,500.00","37,500.00","38,500.00","36,500.00","-","1.35%"
"Nov 13, 2020","37,000.00","37,000.00","38,000.00","36,000.00","-","0.00%"
"Nov 12, 2020","37,000.00","37,000.00","38,000.00","36,000.00","-","1.37%"
"Nov 11, 2020","36,500.00","36,500.00","37,500.00","35,500.00","-","0.00%"
"Nov 10, 2020","36,500.00","36,500.00","37,500.00","35,500.00","-","0.00%"
"Nov 09, 2020","36,500.00","36,500.00","37,500.00","35,500.00","-","0.00%"
"Nov 06, 2020","36,500.00","36,500.00","37,500.00","35,500.00","-","0.00%"
"Nov 05, 2020","36,500.00","36,500.00","37,500.00","35,500.00","-","1.39%"
"Nov 04, 2020","36,000.00","36,000.00","37,000.00","35,000.00","-","0.00%"
"Nov 03, 2020","36,000.00","36,000.00","37,000.00","35,000.00","-","0.00%"
"Nov 02, 2020","36,000.00","36,000.00","37,000.00","35,000.00","-","0.00%"
"Oct 30, 2020","36,000.00","36,000.00","37,000.00","35,000.00","-","1.41%"
"Oct 29, 2020","35,500.00","35,500.00","36,500.00","34,500.00","-","0.00%"
"Oct 28, 2020","35,500.00","35,500.00","36,500.00","34,500.00","-","0.00%"
"Oct 27, 2020","35,500.00","35,500.00","36,500.00","34,500.00","-","0.85%"
"Oct 26, 2020","35,200.00","35,200.00","36,200.00","34,200.00","-","0.57%"
"Oct 23, 2020","35,000.00","35,000.00","36,000.00","34,000.00","-","0.00%"
"Oct 22, 2020","35,000.00","35,000.00","36,000.00","34,000.00","-","0.00%"
"Oct 21, 2020","35,000.00","35,000.00","36,000.00","34,000.00","-","0.00%"
"Oct 20, 2020","35,000.00","35,000.00","36,000.00","34,000.00","-","0.00%"
"Oct 19, 2020","35,000.00","35,000.00","36,000.00","34,000.00","-","0.00%"
"Oct 16, 2020","35,000.00","35,000.00","36,000.00","34,000.00","-","0.00%"
"Oct 15, 2020","35,000.00","35,000.00","36,000.00","34,000.00","-","0.57%"
"Oct 14, 2020","34,800.00","34,800.00","35,800.00","33,800.00","-","0.87%"
"Oct 13, 2020","34,500.00","34,500.00","35,500.00","33,500.00","-","0.00%"
"Oct 12, 2020","34,500.00","34,500.00","35,500.00","33,500.00","-","0.00%"
"Sep 29, 2020","34,500.00","34,500.00","35,500.00","33,500.00","-","0.00%"
"Sep 28, 2020","34,500.00","34,500.00","35,500.00","33,500.00","-","0.58%"
"Sep 25, 2020","34,300.00","34,300.00","35,300.00","33,300.00","-","0.00%"
"Sep 24, 2020","34,300.00","34,300.00","35,300.00","33,300.00","-","0.00%"
"Sep 23, 2020","34,300.00","34,300.00","35,300.00","33,300.00","-","0.00%"
"Sep 22, 2020","34,300.00","34,300.00","35,300.00","33,300.00","-","0.00%"
"Sep 21, 2020","34,300.00","34,300.00","35,300.00","33,300.00","-","0.88%"
"Sep 18, 2020","34,000.00","34,000.00","35,000.00","33,000.00","-","0.00%"
"Sep 17, 2020","34,000.00","34,000.00","35,000.00","33,000.00","-","0.00%"
"Sep 16, 2020","34,000.00","34,000.00","35,000.00","33,000.00","-","0.00%"
"Sep 15, 2020","34,000.00","34,000.00","35,000.00","33,000.00","-","0.00%"
"Sep 14, 2020","34,000.00","34,000.00","35,000.00","33,000.00","-","0.00%"
"Sep 11, 2020","34,000.00","34,000.00","35,000.00","33,000.00","-","0.00%"
"Sep 10, 2020","34,000.00","34,000.00","35,000.00","33,000.00","-","0.00%"
"Sep 09, 2020","34,000.00","34,000.00","35,000.00","33,000.00","-","0.00%"
"Sep 08, 2020","34,000.00","34,000.00","35,000.00","33,000.00","-","0.00%"
"Sep 07, 2020","34,000.00","34,000.00","35,000.00","33,000.00","-","0.00%"
"Sep 04, 2020","34,000.00","34,000.00","35,000.00","33,000.00","-","0.00%"
"Sep 03, 2020","34,000.00","34,000.00","35,000.00","33,000.00","-","0.00%"
"Sep 02, 2020","34,000.00","34,000.00","35,000.00","33,000.00","-","0.00%"
"Sep 01, 2020","34,000.00","34,000.00","35,000.00","33,000.00","-","0.00%"
"Aug 31, 2020","34,000.00","34,000.00","35,000.00","33,000.00","-","0.00%"
"Aug 28, 2020","34,000.00","34,000.00","35,000.00","33,000.00","-","0.00%"
"Aug 27, 2020","34,000.00","34,000.00","35,000.00","33,000.00","-","0.00%"
"Aug 26, 2020","34,000.00","34,000.00","35,000.00","33,000.00","-","0.00%"
"Aug 25, 2020","34,000.00","34,000.00","35,000.00","33,000.00","-","0.00%"
"Aug 24, 2020","34,000.00","34,000.00","35,000.00","33,000.00","-","0.00%"
"Aug 21, 2020","34,000.00","34,000.00","35,000.00","33,000.00","-","0.00%"
"Aug 20, 2020","34,000.00","34,000.00","35,000.00","33,000.00","-","-2.02%"
"Aug 19, 2020","34,700.00","34,700.00","35,700.00","33,700.00","-","0.00%"
"Aug 18, 2020","34,700.00","34,700.00","35,700.00","33,700.00","-","0.00%"
"Aug 17, 2020","34,700.00","34,700.00","35,700.00","33,700.00","-","0.00%"
"Aug 14, 2020","34,700.00","34,700.00","35,700.00","33,700.00","-","0.00%"
"Aug 13, 2020","34,700.00","34,700.00","35,700.00","33,700.00","-","0.00%"
"Aug 12, 2020","34,700.00","34,700.00","35,700.00","33,700.00","-","0.00%"
"Aug 11, 2020","34,700.00","34,700.00","35,700.00","33,700.00","-","0.00%"
"Aug 10, 2020","34,700.00","34,700.00","35,700.00","33,700.00","-","0.00%"
"Aug 07, 2020","34,700.00","34,700.00","35,700.00","33,700.00","-","0.00%"
"Aug 06, 2020","34,700.00","34,700.00","35,700.00","33,700.00","-","0.00%"
"Aug 05, 2020","34,700.00","34,700.00","35,700.00","33,700.00","-","0.00%"
"Aug 04, 2020","34,700.00","34,700.00","35,700.00","33,700.00","-","0.00%"
"Aug 03, 2020","34,700.00","34,700.00","35,700.00","33,700.00","-","0.00%"
"Jul 31, 2020","34,700.00","34,700.00","35,700.00","33,700.00","-","0.58%"
"Jul 30, 2020","34,500.00","34,500.00","35,500.00","33,500.00","-","0.00%"
"Jul 29, 2020","34,500.00","34,500.00","35,500.00","33,500.00","-","0.00%"
"Jul 28, 2020","34,500.00","34,500.00","35,500.00","33,500.00","-","0.00%"
"Jul 27, 2020","34,500.00","34,500.00","35,500.00","33,500.00","-","0.00%"
"Jul 24, 2020","34,500.00","34,500.00","35,500.00","33,500.00","-","0.00%"
"Jul 23, 2020","34,500.00","34,500.00","35,500.00","33,500.00","-","0.00%"
"Jul 22, 2020","34,500.00","34,500.00","35,500.00","33,500.00","-","0.00%"
"Jul 21, 2020","34,500.00","34,500.00","35,500.00","33,500.00","-","0.00%"
"Jul 20, 2020","34,500.00","34,500.00","35,500.00","33,500.00","-","0.00%"
"Jul 17, 2020","34,500.00","34,500.00","35,500.00","33,500.00","-","0.00%"
"Jul 16, 2020","34,500.00","34,500.00","35,500.00","33,500.00","-","0.00%"
"Jul 15, 2020","34,500.00","34,500.00","35,500.00","33,500.00","-","1.47%"
"Jul 14, 2020","34,000.00","34,000.00","35,000.00","33,000.00","-","0.00%"
"Jul 13, 2020","34,000.00","34,000.00","35,000.00","33,000.00","-","0.00%"
"Jul 10, 2020","34,000.00","34,000.00","35,000.00","33,000.00","-","1.49%"
"Jul 09, 2020","33,500.00","33,500.00","34,500.00","32,500.00","-","0.00%"
"Jul 08, 2020","33,500.00","33,500.00","34,500.00","32,500.00","-","0.00%"
"Jul 07, 2020","33,500.00","33,500.00","34,500.00","32,500.00","-","0.00%"
"Jul 06, 2020","33,500.00","33,500.00","34,500.00","32,500.00","-","0.00%"
"Jul 03, 2020","33,500.00","33,500.00","34,500.00","32,500.00","-","-1.47%"
"Jul 02, 2020","34,000.00","34,000.00","35,500.00","32,500.00","-","0.00%"
"Jul 01, 2020","34,000.00","34,000.00","35,500.00","32,500.00","-","0.00%"
"Jun 30, 2020","34,000.00","34,000.00","35,500.00","32,500.00","-","0.00%"
"Jun 29, 2020","34,000.00","34,000.00","35,500.00","32,500.00","-","0.00%"
"Jun 24, 2020","34,000.00","34,000.00","35,500.00","32,500.00","-","0.00%"
"Jun 23, 2020","34,000.00","34,000.00","35,500.00","32,500.00","-","0.00%"
"Jun 22, 2020","34,000.00","34,000.00","35,500.00","32,500.00","-","-1.45%"
"Jun 19, 2020","34,500.00","34,500.00","36,000.00","33,000.00","-","0.00%"
"Jun 18, 2020","34,500.00","34,500.00","36,000.00","33,000.00","-","0.00%"
"Jun 17, 2020","34,500.00","34,500.00","36,000.00","33,000.00","-","0.00%"
"Jun 16, 2020","34,500.00","34,500.00","36,000.00","33,000.00","-","0.00%"
"Jun 15, 2020","34,500.00","34,500.00","36,000.00","33,000.00","-","0.00%"
"Jun 12, 2020","34,500.00","34,500.00","36,000.00","33,000.00","-","0.00%"
"Jun 11, 2020","34,500.00","34,500.00","36,000.00","33,000.00","-","0.00%"
"Jun 10, 2020","34,500.00","34,500.00","36,000.00","33,000.00","-","0.00%"
"Jun 09, 2020","34,500.00","34,500.00","36,000.00","33,000.00","-","0.00%"
"Jun 08, 2020","34,500.00","34,500.00","36,000.00","33,000.00","-","0.00%"
"Jun 05, 2020","34,500.00","34,500.00","36,000.00","33,000.00","-","-1.43%"
"Jun 04, 2020","35,000.00","35,000.00","36,500.00","33,500.00","-","0.00%"
"Jun 03, 2020","35,000.00","35,000.00","36,500.00","33,500.00","-","0.00%"
"Jun 02, 2020","35,000.00","35,000.00","36,500.00","33,500.00","-","-1.41%"
"Jun 01, 2020","35,500.00","35,500.00","37,000.00","34,000.00","-","0.00%"
"May 29, 2020","35,500.00","35,500.00","37,000.00","34,000.00","-","0.00%"
"May 28, 2020","35,500.00","35,500.00","37,000.00","34,000.00","-","0.00%"
"May 27, 2020","35,500.00","35,500.00","37,000.00","34,000.00","-","0.00%"
"May 26, 2020","35,500.00","35,500.00","37,000.00","34,000.00","-","-1.39%"
"May 25, 2020","36,000.00","36,000.00","37,500.00","34,500.00","-","0.00%"
"May 22, 2020","36,000.00","36,000.00","37,500.00","34,500.00","-","-1.37%"
"May 21, 2020","36,500.00","36,500.00","38,000.00","35,000.00","-","0.00%"
"May 20, 2020","36,500.00","36,500.00","38,000.00","35,000.00","-","0.00%"
"May 19, 2020","36,500.00","36,500.00","38,000.00","35,000.00","-","0.00%"
"May 18, 2020","36,500.00","36,500.00","38,000.00","35,000.00","-","0.00%"
"May 15, 2020","36,500.00","36,500.00","38,000.00","35,000.00","-","-1.35%"
"May 14, 2020","37,000.00","37,000.00","38,500.00","35,500.00","-","0.00%"
"May 13, 2020","37,000.00","37,000.00","38,500.00","35,500.00","-","0.00%"
"May 12, 2020","37,000.00","37,000.00","38,500.00","35,500.00","-","-1.33%"
"May 11, 2020","37,500.00","37,500.00","39,000.00","36,000.00","-","0.00%"
"May 08, 2020","37,500.00","37,500.00","39,000.00","36,000.00","-","0.00%"
"May 07, 2020","37,500.00","37,500.00","39,000.00","36,000.00","-","0.00%"
